UN Region,Sex,Age Group,Cause,Value,Low,High
Europe,Male,40-44,Stroke,335.35822,139.39459,594.63462
Europe,Male,45-49,Stroke,538.96865,225.48582,946.66852
Europe,Male,50-54,Stroke,867.67121,365.7469,1517.28261
Europe,Male,80+,"Trachea, bronchus, lung cancers",2640.7905,1292.09908,4520.54562
Europe,Male,All,"Trachea, bronchus, lung cancers",13626.25416,6711.07509,23058.85799
Latin America and the Caribbean,Both,25-29,Ischaemic heart disease,313.36283,190.12982,411.09582
Latin America and the Caribbean,Both,30-34,Ischaemic heart disease,505.58207,306.73422,663.33146
Latin America and the Caribbean,Both,35-39,Ischaemic heart disease,896.73496,538.52229,1179.92701
Latin America and the Caribbean,Both,40-44,Ischaemic heart disease,1504.7165,902.51663,1983.34226
Europe,Male,25-29,Lower respiratory infections,56.89218,23.11808,99.8597
Europe,Male,30-34,Lower respiratory infections,146.87465,57.8456,261.36732
Europe,Male,35-39,Lower respiratory infections,250.21571,97.36763,447.32492
Europe,Male,40-44,Lower respiratory infections,343.80018,133.67009,614.47663
Europe,Male,45-49,Lower respiratory infections,408.80822,163.49349,727.86481
Europe,Male,50-54,Lower respiratory infections,475.10885,189.81282,835.57411
Europe,Male,55-59,Lower respiratory infections,684.44117,273.32636,1206.65693
Europe,Male,60-64,Lower respiratory infections,872.03394,356.76772,1516.3318
Europe,Male,65-69,Lower respiratory infections,970.22448,403.20412,1679.25841
Europe,Male,70-74,Lower respiratory infections,1095.1759,449.40668,1902.61896
Europe,Male,75-79,Lower respiratory infections,1358.60433,553.53635,2381.61766
Europe,Male,80+,Lower respiratory infections,7702.29593,3065.63852,13585.52562
Europe,Male,All,Lower respiratory infections,14545.9625,5824.72035,25557.89437
Europe,Male,25-29,"Trachea, bronchus, lung cancers",3.43481,1.68409,5.75008
Europe,Male,30-34,"Trachea, bronchus, lung cancers",10.2088,5.0562,17.0919
Europe,Male,35-39,"Trachea, bronchus, lung cancers",30.24288,14.71662,51.21847
Europe,Male,40-44,"Trachea, bronchus, lung cancers",72.16737,35.92436,122.34668
Europe,Male,45-49,"Trachea, bronchus, lung cancers",248.06256,120.48954,418.0133
Europe,Male,50-54,"Trachea, bronchus, lung cancers",596.45147,291.18804,1005.55412
Europe,Male,55-59,"Trachea, bronchus, lung cancers",1307.08118,640.17033,2205.54097
Europe,Male,60-64,"Trachea, bronchus, lung cancers",2094.95839,1032.09414,3524.73192
Europe,Male,65-69,"Trachea, bronchus, lung cancers",2494.6181,1232.42797,4191.8022
Europe,Male,70-74,"Trachea, bronchus, lung cancers",2351.18595,1158.78602,3992.0058
Europe,Male,75-79,"Trachea, bronchus, lung cancers",1777.05216,872.78041,3032.50428
Latin America and the Caribbean,Both,50-54,Ischaemic heart disease,3885.65476,2315.12978,5125.71099
Latin America and the Caribbean,Both,40-44,Chronic obstructive pulmonary disease,65.20298,16.30174,149.4479
Latin America and the Caribbean,Both,45-49,Chronic obstructive pulmonary disease,122.55971,30.40547,281.91453
Latin America and the Caribbean,Both,50-54,Chronic obstructive pulmonary disease,259.06806,63.8298,593.81704
Latin America and the Caribbean,Both,55-59,Chronic obstructive pulmonary disease,513.16195,124.88792,1178.66278
Latin America and the Caribbean,Both,60-64,Chronic obstructive pulmonary disease,930.43887,228.41478,2131.16652
Latin America and the Caribbean,Both,55-59,Ischaemic heart disease,5626.31287,3360.60413,7420.29207
Latin America and the Caribbean,Both,60-64,Ischaemic heart disease,7723.54226,4613.2243,10191.45404
Latin America and the Caribbean,Both,65-69,Ischaemic heart disease,9696.5542,5822.44594,12767.72494
Latin America and the Caribbean,Both,70-74,Ischaemic heart disease,11048.96637,6649.95833,14533.93733
Latin America and the Caribbean,Both,75-79,Ischaemic heart disease,12333.97243,7436.25945,16222.38833
Latin America and the Caribbean,Both,80+,Ischaemic heart disease,42534.4632,25791.38561,55913.45274
Latin America and the Caribbean,Both,All,Ischaemic heart disease,98477.44196,59449.03959,129429.2975
Latin America and the Caribbean,Both,25-29,Stroke,130.30364,62.10029,211.25276
Latin America and the Caribbean,Both,30-34,Stroke,189.93165,90.47106,309.78793
Latin America and the Caribbean,Both,35-39,Stroke,324.3193,149.15953,534.57622
Latin America and the Caribbean,Both,40-44,Stroke,505.095,231.35481,834.75425
Latin America and the Caribbean,Both,45-49,Stroke,761.62255,347.20107,1261.38899
Latin America and the Caribbean,Both,50-54,Stroke,1146.5497,521.94176,1901.8368
Latin America and the Caribbean,Both,55-59,Stroke,1563.79481,710.71452,2593.70526
Latin America and the Caribbean,Both,60-64,Stroke,2191.32573,995.36295,3641.70023
Latin America and the Caribbean,Both,65-69,Stroke,2870.35288,1304.35198,4746.01309
Latin America and the Caribbean,Both,70-74,Stroke,3567.84122,1616.80759,5891.43677
Latin America and the Caribbean,Both,75-79,Stroke,4273.6575,1940.87947,7040.15328
Latin America and the Caribbean,Both,80+,Stroke,13265.71479,6023.92136,21896.88112
Latin America and the Caribbean,Both,All,Stroke,30790.50877,13990.22939,50750.03884
Latin America and the Caribbean,Both,25-29,Chronic obstructive pulmonary disease,18.09166,4.75494,40.82895
Latin America and the Caribbean,Both,30-34,Chronic obstructive pulmonary disease,23.58521,6.14468,53.4739
Latin America and the Caribbean,Both,35-39,Chronic obstructive pulmonary disease,41.14173,10.41539,94.01035
Latin America and the Caribbean,Both,45-49,Ischaemic heart disease,2407.57951,1435.45102,3175.44871
Latin America and the Caribbean,Both,65-69,Chronic obstructive pulmonary disease,1427.46575,351.61491,3257.83629
Latin America and the Caribbean,Both,35-39,"Trachea, bronchus, lung cancers",33.11814,16.94914,54.88086
Latin America and the Caribbean,Both,40-44,"Trachea, bronchus, lung cancers",64.067,32.93447,106.05165
Latin America and the Caribbean,Both,45-49,"Trachea, bronchus, lung cancers",120.36976,61.91669,199.9763
Latin America and the Caribbean,Both,50-54,"Trachea, bronchus, lung cancers",252.33522,129.37105,419.89902
Latin America and the Caribbean,Both,55-59,"Trachea, bronchus, lung cancers",465.50822,238.21069,776.19888
Latin America and the Caribbean,Both,60-64,"Trachea, bronchus, lung cancers",643.19532,329.80895,1071.05708
Latin America and the Caribbean,Both,70-74,Chronic obstructive pulmonary disease,2034.50945,507.33247,4627.69616
Latin America and the Caribbean,Both,75-79,Chronic obstructive pulmonary disease,2564.11005,656.00734,5797.70593
Latin America and the Caribbean,Both,80+,Chronic obstructive pulmonary disease,9277.23686,2431.34229,20851.77112
Latin America and the Caribbean,Both,All,Chronic obstructive pulmonary disease,17276.57227,4460.60735,39061.76178
Latin America and the Caribbean,Both,0-4,Lower respiratory infections,2113.81476,1018.04019,3354.51467
Latin America and the Caribbean,Both,5-9,Lower respiratory infections,133.00696,67.46818,207.32535
Latin America and the Caribbean,Both,10-14,Lower respiratory infections,107.33161,54.65877,166.88518
Latin America and the Caribbean,Both,15-19,Lower respiratory infections,162.77892,79.71229,257.09497
Latin America and the Caribbean,Both,20-24,Lower respiratory infections,200.91682,97.80082,318.8673
Latin America and the Caribbean,Both,25-29,Lower respiratory infections,248.68241,123.22179,393.18557
Latin America and the Caribbean,Both,30-34,Lower respiratory infections,274.86659,135.68311,434.0717
Latin America and the Caribbean,Both,35-39,Lower respiratory infections,399.61429,193.85268,637.51946
Latin America and the Caribbean,Both,40-44,Lower respiratory infections,495.09222,240.6784,788.58434
Latin America and the Caribbean,Both,45-49,Lower respiratory infections,639.78167,304.79932,1020.8778
Latin America and the Caribbean,Both,50-54,Lower respiratory infections,860.43115,409.48707,1371.55185
Latin America and the Caribbean,Both,55-59,Lower respiratory infections,1187.01698,558.91752,1901.1011
Latin America and the Caribbean,Both,60-64,Lower respiratory infections,1587.55769,750.29408,2540.7795
Latin America and the Caribbean,Both,65-69,Lower respiratory infections,2205.32359,1041.30382,3516.61057
Latin America and the Caribbean,Both,70-74,Lower respiratory infections,2900.30834,1362.45118,4657.02276
Latin America and the Caribbean,Both,75-79,Lower respiratory infections,3846.28807,1826.2617,6138.50086
Latin America and the Caribbean,Both,80+,Lower respiratory infections,17713.39368,8272.65032,28383.5112
Latin America and the Caribbean,Both,All,Lower respiratory infections,35076.20574,16635.61308,55989.65347
Latin America and the Caribbean,Both,25-29,"Trachea, bronchus, lung cancers",10.93351,5.81534,17.69803
Latin America and the Caribbean,Both,30-34,"Trachea, bronchus, lung cancers",18.68923,9.66994,30.78401
Latin America and the Caribbean,Both,65-69,"Trachea, bronchus, lung cancers",761.71239,389.06015,1267.28148
Latin America and the Caribbean,Female,55-59,Stroke,696.58235,318.88841,1152.10341
Latin America and the Caribbean,Female,60-64,Stroke,955.19241,436.2302,1582.40792
Latin America and the Caribbean,Female,65-69,Stroke,1267.23671,578.69852,2086.78221
Latin America and the Caribbean,Female,70-74,Stroke,1642.0029,746.92051,2703.48315
Latin America and the Caribbean,Female,75-79,Stroke,2132.29719,970.33024,3506.0866
Latin America and the Caribbean,Female,80+,Stroke,7815.00091,3545.67201,12900.4102
Latin America and the Caribbean,Female,All,Stroke,15948.06898,7258.18192,26236.34043
Latin America and the Caribbean,Female,25-29,Chronic obstructive pulmonary disease,7.19836,1.8786,16.25781
Latin America and the Caribbean,Female,30-34,Chronic obstructive pulmonary disease,9.27035,2.41829,20.99816
Latin America and the Caribbean,Female,35-39,Chronic obstructive pulmonary disease,15.40336,3.90687,35.15122
Latin America and the Caribbean,Female,40-44,Chronic obstructive pulmonary disease,28.83855,7.2711,66.04019
Latin America and the Caribbean,Female,45-49,Chronic obstructive pulmonary disease,55.17773,13.73775,126.48983
Latin America and the Caribbean,Female,50-54,Chronic obstructive pulmonary disease,118.37022,29.39881,270.60216
Latin America and the Caribbean,Female,55-59,Chronic obstructive pulmonary disease,234.93126,57.57917,537.20074
Latin America and the Caribbean,Female,60-64,Chronic obstructive pulmonary disease,405.43996,99.75692,925.31012
Latin America and the Caribbean,Female,65-69,Chronic obstructive pulmonary disease,590.2741,145.68217,1344.19249
Latin America and the Caribbean,Female,70-74,Chronic obstructive pulmonary disease,864.35737,216.0859,1960.64456
Latin America and the Caribbean,Female,75-79,Chronic obstructive pulmonary disease,1123.01294,289.07074,2531.50676
Latin America and the Caribbean,Female,80+,Chronic obstructive pulmonary disease,4787.70859,1259.64033,10745.70281
Latin America and the Caribbean,Female,All,Chronic obstructive pulmonary disease,8239.9828,2141.23045,18581.78616
Latin America and the Caribbean,Female,0-4,Lower respiratory infections,916.12527,441.66339,1453.73436
Latin America and the Caribbean,Female,5-9,Lower respiratory infections,66.86308,33.70296,104.52692
Latin America and the Caribbean,Female,10-14,Lower respiratory infections,53.55086,27.4388,83.31372
Latin America and the Caribbean,Female,15-19,Lower respiratory infections,63.73569,31.96247,100.06743
Latin America and the Caribbean,Female,20-24,Lower respiratory infections,75.43343,37.46675,118.86271
Latin America and the Caribbean,Female,25-29,Lower respiratory infections,88.04704,43.69708,138.73443
Latin America and the Caribbean,Female,30-34,Lower respiratory infections,98.74173,48.28115,157.65977
Latin America and the Caribbean,Female,35-39,Lower respiratory infections,138.85906,67.30892,222.67437
Latin America and the Caribbean,Female,40-44,Lower respiratory infections,172.02252,83.84376,274.15011
Latin America and the Caribbean,Female,45-49,Lower respiratory infections,233.70804,111.11468,372.98919
Latin America and the Caribbean,Female,50-54,Lower respiratory infections,324.20773,153.95094,517.17113
Latin America and the Caribbean,Female,55-59,Lower respiratory infections,470.16417,223.50699,750.04435
Latin America and the Caribbean,Both,70-74,"Trachea, bronchus, lung cancers",781.17056,397.96817,1303.10452
Latin America and the Caribbean,Both,75-79,"Trachea, bronchus, lung cancers",690.33227,354.47809,1146.0903
Latin America and the Caribbean,Both,80+,"Trachea, bronchus, lung cancers",1031.40609,531.54441,1706.48429
Latin America and the Caribbean,Both,All,"Trachea, bronchus, lung cancers",4872.83771,2498.48001,8125.64788
Latin America and the Caribbean,Female,25-29,Ischaemic heart disease,84.87567,52.06346,111.85847
Latin America and the Caribbean,Female,30-34,Ischaemic heart disease,140.0769,85.24914,184.9502
Latin America and the Caribbean,Female,35-39,Ischaemic heart disease,254.788,152.83892,336.58382
Latin America and the Caribbean,Female,40-44,Ischaemic heart disease,456.22692,273.00747,602.48959
Latin America and the Caribbean,Female,45-49,Ischaemic heart disease,736.25344,440.8662,972.15264
Latin America and the Caribbean,Female,50-54,Ischaemic heart disease,1191.1073,712.83237,1571.97659
Latin America and the Caribbean,Female,55-59,Ischaemic heart disease,1799.35155,1074.08206,2374.09518
Latin America and the Caribbean,Female,60-64,Ischaemic heart disease,2675.08272,1600.34995,3528.55495
Latin America and the Caribbean,Female,65-69,Ischaemic heart disease,3573.89004,2143.40067,4704.68772
Latin America and the Caribbean,Female,70-74,Ischaemic heart disease,4455.21169,2677.73592,5861.83465
Latin America and the Caribbean,Female,75-79,Ischaemic heart disease,5553.43086,3344.23333,7303.18256
Latin America and the Caribbean,Female,80+,Ischaemic heart disease,24070.86219,14602.30366,31665.47742
Latin America and the Caribbean,Female,All,Ischaemic heart disease,44991.15728,27154.48946,59141.47151
Latin America and the Caribbean,Female,25-29,Stroke,59.91933,28.46135,97.14511
Latin America and the Caribbean,Female,30-34,Stroke,89.50456,41.54168,147.07154
Latin America and the Caribbean,Female,35-39,Stroke,155.27496,71.50212,257.69958
Latin America and the Caribbean,Female,40-44,Stroke,242.99318,111.79682,403.21156
Latin America and the Caribbean,Female,45-49,Stroke,365.80961,167.66313,605.40608
Latin America and the Caribbean,Female,50-54,Stroke,526.25487,240.89071,871.31558
Latin America and the Caribbean,Female,60-64,Lower respiratory infections,645.97575,306.82336,1029.49556
Latin America and the Caribbean,Female,65-69,Lower respiratory infections,925.12883,439.37944,1470.55372
Latin America and the Caribbean,Female,70-74,Lower respiratory infections,1281.27836,606.84643,2049.89175
Latin America and the Caribbean,Female,75-79,Lower respiratory infections,1841.09678,873.00299,2936.00531
Latin America and the Caribbean,Female,80+,Lower respiratory infections,10169.70325,4734.09091,16325.86906
Latin America and the Caribbean,Female,All,Lower respiratory infections,17564.64159,8319.2842,28060.0774
Latin America and the Caribbean,Female,25-29,"Trachea, bronchus, lung cancers",4.2528,2.26578,6.90703
Latin America and the Caribbean,Female,30-34,"Trachea, bronchus, lung cancers",7.77917,3.95607,12.89259
Latin America and the Caribbean,Female,35-39,"Trachea, bronchus, lung cancers",16.44405,8.4379,27.3016
Latin America and the Caribbean,Female,40-44,"Trachea, bronchus, lung cancers",31.52658,16.26975,52.12835
Latin America and the Caribbean,Female,45-49,"Trachea, bronchus, lung cancers",59.62925,30.68302,98.61563
Latin America and the Caribbean,Female,50-54,"Trachea, bronchus, lung cancers",116.5629,59.85682,193.36612
Latin America and the Caribbean,Female,55-59,"Trachea, bronchus, lung cancers",199.98005,102.22883,333.43872
Latin America and the Caribbean,Female,60-64,"Trachea, bronchus, lung cancers",254.77484,130.72632,423.80811
Latin America and the Caribbean,Female,65-69,"Trachea, bronchus, lung cancers",294.5644,150.63046,489.96889
Latin America and the Caribbean,Female,70-74,"Trachea, bronchus, lung cancers",289.13064,148.11717,480.02765
Latin America and the Caribbean,Female,75-79,"Trachea, bronchus, lung cancers",262.62597,134.98471,435.67183
Latin America and the Caribbean,Female,80+,"Trachea, bronchus, lung cancers",421.18851,217.02258,697.68541
Latin America and the Caribbean,Female,All,"Trachea, bronchus, lung cancers",1958.45916,1004.50224,3255.00006
Latin America and the Caribbean,Male,25-29,Ischaemic heart disease,228.48716,138.59798,299.84316
Latin America and the Caribbean,Male,30-34,Ischaemic heart disease,365.50517,221.28847,478.71072
Latin America and the Caribbean,Male,35-39,Ischaemic heart disease,641.94697,385.55348,844.10228
Latin America and the Caribbean,Male,40-44,Ischaemic heart disease,1048.48958,630.37276,1380.19113
Latin America and the Caribbean,Male,45-49,Ischaemic heart disease,1671.32607,997.37803,2201.48969
Latin America and the Caribbean,Male,50-54,Ischaemic heart disease,2694.54746,1602.67496,3553.46917
Latin America and the Caribbean,Male,55-59,Ischaemic heart disease,3826.96132,2280.185,5052.42359
Latin America and the Caribbean,Male,60-64,Ischaemic heart disease,5048.45954,3013.41175,6662.8991
Latin America and the Caribbean,Male,65-69,Ischaemic heart disease,6122.66416,3676.46002,8063.03722
Latin America and the Caribbean,Male,70-74,Ischaemic heart disease,6593.75467,3975.03566,8672.10268
Latin America and the Caribbean,Male,75-79,Ischaemic heart disease,6780.54157,4092.24728,8919.20577
Latin America and the Caribbean,Male,80+,Ischaemic heart disease,18463.60101,11189.58099,24247.97533
Latin America and the Caribbean,Male,All,Ischaemic heart disease,53486.28468,32294.55013,70287.82602
Latin America and the Caribbean,Male,25-29,Stroke,70.38431,33.64177,113.07482
Latin America and the Caribbean,Male,30-34,Stroke,100.42708,48.04065,163.0224
Latin America and the Caribbean,Male,35-39,Stroke,169.04434,78.69019,276.74637
Latin America and the Caribbean,Male,40-44,Stroke,262.10182,119.56465,430.94484
Latin America and the Caribbean,Male,45-49,Stroke,395.81295,179.53794,653.99111
Latin America and the Caribbean,Male,50-54,Stroke,620.29483,281.08014,1027.91333
Latin America and the Caribbean,Male,55-59,Stroke,867.21246,391.85878,1441.21857
Latin America and the Caribbean,Male,60-64,Stroke,1236.13332,559.20885,2059.29232
Latin America and the Caribbean,Male,65-69,Stroke,1603.11617,725.72819,2659.20766
Latin America and the Caribbean,Male,70-74,Stroke,1925.83832,869.91591,3189.76611
Latin America and the Caribbean,Male,75-79,Stroke,2141.36031,970.55004,3534.06668
Latin America and the Caribbean,Male,80+,Stroke,5450.71388,2478.24934,8996.47092
Latin America and the Caribbean,Male,All,Stroke,14842.43979,6732.32835,24513.69841
Latin America and the Caribbean,Male,25-29,Chronic obstructive pulmonary disease,10.8933,2.87634,24.57114
Latin America and the Caribbean,Male,30-34,Chronic obstructive pulmonary disease,14.31485,3.75809,32.47574
Latin America and the Caribbean,Male,35-39,Chronic obstructive pulmonary disease,25.73837,6.5091,58.85205
Latin America and the Caribbean,Male,40-44,Chronic obstructive pulmonary disease,36.36443,9.07333,83.40771
Latin America and the Caribbean,Male,45-49,Chronic obstructive pulmonary disease,67.38197,16.66771,155.42241
Latin America and the Caribbean,Male,50-54,Chronic obstructive pulmonary disease,140.69784,34.65465,323.21487
Latin America and the Caribbean,Male,55-59,Chronic obstructive pulmonary disease,278.23069,67.86571,641.46204
Latin America and the Caribbean,Male,60-64,Chronic obstructive pulmonary disease,524.99892,128.95641,1205.85639
Latin America and the Caribbean,Male,65-69,Chronic obstructive pulmonary disease,837.19165,206.4726,1913.6438
Latin America and the Caribbean,Male,70-74,Chronic obstructive pulmonary disease,1170.15208,291.24657,2667.0516
Latin America and the Caribbean,Male,75-79,Chronic obstructive pulmonary disease,1441.09712,366.93728,3266.19917
Latin America and the Caribbean,Male,80+,Chronic obstructive pulmonary disease,4489.52827,1171.70197,10106.32144
Latin America and the Caribbean,Male,All,Chronic obstructive pulmonary disease,9036.58947,2319.39451,20479.97562
Latin America and the Caribbean,Male,0-4,Lower respiratory infections,1197.68949,576.38032,1900.78031
Latin America and the Caribbean,Male,5-9,Lower respiratory infections,66.14388,33.63061,102.82176
Latin America and the Caribbean,Male,10-14,Lower respiratory infections,53.78075,27.10824,83.90371
Latin America and the Caribbean,Male,15-19,Lower respiratory infections,99.04322,47.49848,157.39745
Latin America and the Caribbean,Male,20-24,Lower respiratory infections,125.48338,59.98041,200.18161
Latin America and the Caribbean,Male,25-29,Lower respiratory infections,160.63536,78.7684,254.60864
Latin America and the Caribbean,Male,30-34,Lower respiratory infections,176.12486,87.22613,277.43099
Latin America and the Caribbean,Male,35-39,Lower respiratory infections,260.75524,125.94323,417.01751
Latin America and the Caribbean,Male,40-44,Lower respiratory infections,323.0697,155.94175,516.96663
Latin America and the Caribbean,Male,45-49,Lower respiratory infections,406.07363,192.29017,650.4666
Latin America and the Caribbean,Male,50-54,Lower respiratory infections,536.22342,254.44706,857.89049
Latin America and the Caribbean,Male,55-59,Lower respiratory infections,716.85281,334.77706,1151.72407
Latin America and the Caribbean,Male,60-64,Lower respiratory infections,941.58194,441.27419,1511.28394
Latin America and the Caribbean,Male,65-69,Lower respiratory infections,1280.19477,600.67761,2050.26507
Latin America and the Caribbean,Male,70-74,Lower respiratory infections,1619.02999,756.27541,2607.13101
Latin America and the Caribbean,Male,75-79,Lower respiratory infections,2005.19129,952.42759,3202.49554
Latin America and the Caribbean,Male,80+,Lower respiratory infections,7543.69043,3511.33546,12068.03616
Latin America and the Caribbean,Male,All,Lower respiratory infections,17511.56415,8304.96531,27929.57607
Latin America and the Caribbean,Male,25-29,"Trachea, bronchus, lung cancers",6.68071,3.54955,10.83269
Latin America and the Caribbean,Male,30-34,"Trachea, bronchus, lung cancers",10.91006,5.78595,17.80696
Latin America and the Caribbean,Male,35-39,"Trachea, bronchus, lung cancers",16.67409,8.51034,27.62923
Latin America and the Caribbean,Male,40-44,"Trachea, bronchus, lung cancers",32.54042,16.69279,53.89336
Latin America and the Caribbean,Male,45-49,"Trachea, bronchus, lung cancers",60.74051,31.00877,101.05479
Latin America and the Caribbean,Male,50-54,"Trachea, bronchus, lung cancers",135.77232,69.51422,226.64445
Latin America and the Caribbean,Male,55-59,"Trachea, bronchus, lung cancers",265.52816,135.91635,445.05489
Latin America and the Caribbean,Male,60-64,"Trachea, bronchus, lung cancers",388.42048,198.08767,649.6591
Latin America and the Caribbean,Male,65-69,"Trachea, bronchus, lung cancers",467.14799,236.94373,780.29502
Latin America and the Caribbean,Male,70-74,"Trachea, bronchus, lung cancers",492.03992,249.64387,822.23143
Latin America and the Caribbean,Male,75-79,"Trachea, bronchus, lung cancers",427.7063,219.49339,710.7106
Latin America and the Caribbean,Male,80+,"Trachea, bronchus, lung cancers",610.21758,314.49279,1008.31486
Latin America and the Caribbean,Male,All,"Trachea, bronchus, lung cancers",2914.37855,1494.74842,4867.94302
Northern Africa,Both,25-29,Ischaemic heart disease,423.2765,283.72308,536.61494
Northern Africa,Both,30-34,Ischaemic heart disease,799.70944,534.79315,1013.03929
Northern Africa,Both,35-39,Ischaemic heart disease,1151.18232,769.1665,1464.24169
Northern Africa,Both,40-44,Ischaemic heart disease,1627.88659,1086.20786,2074.63904
Northern Africa,Both,45-49,Ischaemic heart disease,2511.43068,1675.1568,3213.63761
Northern Africa,Both,50-54,Ischaemic heart disease,4411.46892,2945.7564,5614.20783
Northern Africa,Both,55-59,Ischaemic heart disease,7130.70392,4771.36072,9062.55854
Northern Africa,Both,60-64,Ischaemic heart disease,10107.85274,6759.1289,12871.4507
Northern Africa,Both,65-69,Ischaemic heart disease,12529.89611,8378.39878,15942.65402
Northern Africa,Both,70-74,Ischaemic heart disease,12056.36873,8054.04547,15385.42172
Northern Africa,Both,75-79,Ischaemic heart disease,11743.96666,7752.09946,15012.48054
Northern Africa,Both,80+,Ischaemic heart disease,25330.23897,16728.84131,32448.84635
Northern Africa,Both,All,Ischaemic heart disease,89823.98156,59609.02113,114606.1758
Northern Africa,Both,25-29,Stroke,210.78313,115.02257,321.86052
Northern Africa,Both,30-34,Stroke,239.6969,130.61897,365.69512
Northern Africa,Both,35-39,Stroke,300.96361,162.60326,455.81776
Northern Africa,Both,40-44,Stroke,364.90081,196.11923,551.06518
Northern Africa,Both,45-49,Stroke,463.66463,246.35141,697.04857
Northern Africa,Both,50-54,Stroke,780.06778,418.86902,1172.85245
Northern Africa,Both,55-59,Stroke,1229.03876,657.83299,1845.15028
Northern Africa,Both,60-64,Stroke,1827.87796,975.27832,2736.89542
Northern Africa,Both,65-69,Stroke,2416.44675,1287.88221,3619.94565
Northern Africa,Both,70-74,Stroke,2594.75289,1380.8723,3889.5987
Northern Africa,Both,75-79,Stroke,2880.04249,1514.63847,4328.63157
Northern Africa,Both,80+,Stroke,6201.85492,3271.00848,9347.12655
Northern Africa,Both,All,Stroke,19510.09062,10293.77206,29236.91291
Northern Africa,Both,25-29,Chronic obstructive pulmonary disease,25.41804,10.11337,45.50387
Northern Africa,Both,30-34,Chronic obstructive pulmonary disease,37.68405,14.95986,67.40525
Northern Africa,Both,35-39,Chronic obstructive pulmonary disease,50.24828,19.80587,90.35288
Northern Africa,Both,40-44,Chronic obstructive pulmonary disease,67.98481,26.76629,122.40271
Northern Africa,Both,45-49,Chronic obstructive pulmonary disease,102.07213,40.14528,184.65809
Northern Africa,Both,50-54,Chronic obstructive pulmonary disease,210.6017,84.98115,377.12177
Northern Africa,Both,55-59,Chronic obstructive pulmonary disease,389.18194,157.23481,696.94144
Northern Africa,Both,60-64,Chronic obstructive pulmonary disease,649.44399,261.79205,1165.19512
Northern Africa,Both,65-69,Chronic obstructive pulmonary disease,866.55606,348.93881,1554.58334
Northern Africa,Both,70-74,Chronic obstructive pulmonary disease,868.32687,345.63564,1569.80604
Northern Africa,Both,75-79,Chronic obstructive pulmonary disease,834.24832,318.09059,1537.2471
Northern Africa,Both,80+,Chronic obstructive pulmonary disease,1654.92726,630.7916,3073.692
Northern Africa,Both,All,Chronic obstructive pulmonary disease,5756.69345,2256.14148,10456.63048
Northern Africa,Both,0-4,Lower respiratory infections,3285.25872,2076.07887,4607.10756
Northern Africa,Both,5-9,Lower respiratory infections,417.58743,297.50692,551.18539
Northern Africa,Both,10-14,Lower respiratory infections,227.50961,160.45543,299.94539
Northern Africa,Both,15-19,Lower respiratory infections,171.57211,122.73328,223.28184
Northern Africa,Both,20-24,Lower respiratory infections,143.69487,101.1647,187.19039
Northern Africa,Both,25-29,Lower respiratory infections,136.05609,95.63064,179.02052
Northern Africa,Both,30-34,Lower respiratory infections,163.48432,115.30735,215.21938
Northern Africa,Both,35-39,Lower respiratory infections,186.429,131.58903,244.61783
Northern Africa,Both,40-44,Lower respiratory infections,193.93733,134.96979,254.29642
Northern Africa,Both,45-49,Lower respiratory infections,216.18289,150.67389,283.27393
Northern Africa,Both,50-54,Lower respiratory infections,324.97043,231.34343,424.85422
Northern Africa,Both,55-59,Lower respiratory infections,506.67054,361.53359,660.15685
Northern Africa,Both,60-64,Lower respiratory infections,765.95253,545.7715,997.27498
Northern Africa,Both,65-69,Lower respiratory infections,870.18871,618.04055,1134.54932
Northern Africa,Both,70-74,Lower respiratory infections,944.78527,657.32531,1238.18398
Northern Africa,Both,75-79,Lower respiratory infections,914.06952,615.50566,1222.51327
Northern Africa,Both,80+,Lower respiratory infections,2299.43685,1503.13587,3145.83187
Northern Africa,Both,All,Lower respiratory infections,11767.78621,7893.22977,15709.97371
Northern Africa,Both,25-29,"Trachea, bronchus, lung cancers",16.62895,10.04421,24.71789
Northern Africa,Both,30-34,"Trachea, bronchus, lung cancers",20.86051,12.53728,31.05029
Northern Africa,Both,35-39,"Trachea, bronchus, lung cancers",23.0702,13.70781,34.0468
Northern Africa,Both,40-44,"Trachea, bronchus, lung cancers",74.38346,43.84444,112.0914
Northern Africa,Both,45-49,"Trachea, bronchus, lung cancers",150.65369,87.90996,228.209
Northern Africa,Both,50-54,"Trachea, bronchus, lung cancers",247.04113,143.49364,375.96453
Northern Africa,Both,55-59,"Trachea, bronchus, lung cancers",349.05302,202.74682,532.48053
Northern Africa,Both,60-64,"Trachea, bronchus, lung cancers",399.07687,232.50158,606.45161
Northern Africa,Both,65-69,"Trachea, bronchus, lung cancers",398.93636,234.54524,599.84437
Northern Africa,Both,70-74,"Trachea, bronchus, lung cancers",311.61052,185.33565,466.02004
Northern Africa,Both,75-79,"Trachea, bronchus, lung cancers",198.81418,116.996,298.66651
Northern Africa,Both,80+,"Trachea, bronchus, lung cancers",204.90468,121.2492,308.93805
Northern Africa,Both,All,"Trachea, bronchus, lung cancers",2395.03357,1402.95881,3620.25578
Northern Africa,Female,25-29,Ischaemic heart disease,140.26075,93.5014,178.05708
Northern Africa,Female,30-34,Ischaemic heart disease,273.18621,181.92416,347.57222
Northern Africa,Female,35-39,Ischaemic heart disease,364.26336,242.76019,465.18882
