Region,Sex,Age Group,Cause,Value,Low,High
Americas,Female,60-64,"Trachea, bronchus, lung cancers",469.8221,223.9236,821.01503
Americas,Female,65-69,"Trachea, bronchus, lung cancers",576.71069,272.83032,1014.17104
Americas,Female,70-74,"Trachea, bronchus, lung cancers",643.36582,301.42029,1146.08618
Americas,Female,75-79,"Trachea, bronchus, lung cancers",591.37694,277.38851,1055.35198
Americas,Female,80+,"Trachea, bronchus, lung cancers",983.25929,459.53653,1760.2027
Americas,Female,All,"Trachea, bronchus, lung cancers",3966.78976,1873.5782,7003.41572
Americas,Male,25-29,Ischaemic heart disease,269.17876,160.43251,354.4594
Americas,Male,30-34,Ischaemic heart disease,480.02359,283.33622,638.67144
Americas,Male,35-39,Ischaemic heart disease,850.99616,500.19793,1135.45363
Americas,Male,40-44,Ischaemic heart disease,1377.18459,810.60873,1838.599
Americas,Male,45-49,Ischaemic heart disease,2317.96958,1352.74355,3110.69887
Americas,Male,50-54,Ischaemic heart disease,4079.01141,2358.30941,5512.56431
Americas,Male,55-59,Ischaemic heart disease,6448.39214,3679.56472,8752.15614
Americas,Male,60-64,Ischaemic heart disease,8644.78956,4935.97358,11753.6091
Americas,Male,65-69,Chronic obstructive pulmonary disease,1402.25525,303.65692,3451.0158
Americas,Male,50-54,Lower respiratory infections,586.00544,267.83963,975.74893
Americas,Male,55-59,Lower respiratory infections,806.64591,357.16279,1368.90627
Americas,Male,60-64,Lower respiratory infections,1077.1288,474.30481,1839.90349
Americas,Male,65-69,Lower respiratory infections,1456.34112,639.10729,2480.01105
Americas,Male,70-74,Lower respiratory infections,1856.36121,810.29201,3175.11562
Americas,Male,75-79,Lower respiratory infections,2262.02706,1011.76421,3813.92045
Americas,Male,80+,Lower respiratory infections,8652.82831,3777.33653,14729.00717
Americas,Male,70-74,Chronic obstructive pulmonary disease,2042.39911,441.22934,5036.70506
Americas,Male,75-79,Chronic obstructive pulmonary disease,2298.86927,514.40611,5599.93471
Americas,Male,80+,Chronic obstructive pulmonary disease,6818.77505,1587.74704,16401.99749
Americas,Male,All,Chronic obstructive pulmonary disease,14386.36703,3239.17699,35007.87062
Americas,Male,0-4,Lower respiratory infections,1215.34183,579.80849,1936.0372
Americas,Male,5-9,Lower respiratory infections,68.37393,34.45608,106.7465
Americas,Male,10-14,Lower respiratory infections,55.3582,27.69486,87.23079
Americas,Male,15-19,Lower respiratory infections,101.21271,48.03445,161.41945
Americas,Male,20-24,Lower respiratory infections,131.35806,61.69364,211.90035
Americas,Male,25-29,Lower respiratory infections,170.53866,81.68065,273.57452
Americas,Male,30-34,Lower respiratory infections,189.07225,91.0342,304.39344
Americas,Male,35-39,Lower respiratory infections,277.02905,131.42199,450.69513
Americas,Male,40-44,Lower respiratory infections,340.89305,161.13732,553.43069
Americas,Male,45-49,Lower respiratory infections,433.967,199.76498,717.8415
Americas,Male,80+,Stroke,7608.22812,3219.65743,13136.32081
Americas,Male,All,Stroke,19296.80513,8391.70731,32842.34998
Americas,Male,25-29,Chronic obstructive pulmonary disease,11.72168,3.01173,26.79107
Americas,Male,30-34,Chronic obstructive pulmonary disease,16.16161,3.99008,37.41637
Americas,Male,35-39,Chronic obstructive pulmonary disease,29.51275,7.16672,68.94515
Americas,Male,40-44,Chronic obstructive pulmonary disease,43.37182,10.22278,102.15256
South-East Asia,Both,50-54,Ischaemic heart disease,37020.19827,25601.46076,46686.20844
South-East Asia,Both,55-59,Ischaemic heart disease,52379.04354,36222.99936,66045.88998
South-East Asia,Both,60-64,Ischaemic heart disease,61240.69956,42285.54678,77224.34531
South-East Asia,Both,65-69,Ischaemic heart disease,67784.87629,46794.30557,85451.71722
South-East Asia,Both,70-74,Ischaemic heart disease,65372.12402,45042.83164,82450.4379
South-East Asia,Both,75-79,Ischaemic heart disease,64596.19283,44429.97333,81450.36005
South-East Asia,Both,80+,Ischaemic heart disease,119584.8195,82263.1538,150786.5538
South-East Asia,Both,All,Ischaemic heart disease,523623.5259,361179.0248,660279.3453
South-East Asia,Both,25-29,Stroke,758.89228,405.51663,1144.3945
South-East Asia,Both,30-34,Stroke,1276.88604,682.14594,1922.28578
South-East Asia,Both,35-39,Stroke,2559.32969,1371.94439,3850.55998
Americas,Male,45-49,Chronic obstructive pulmonary disease,87.97383,20.04053,210.72944
Americas,Male,50-54,Chronic obstructive pulmonary disease,214.01193,47.28221,521.92852
Americas,Male,55-59,Chronic obstructive pulmonary disease,494.1014,103.70941,1225.8322
Americas,Male,60-64,Chronic obstructive pulmonary disease,927.21333,196.70115,2296.08382
Americas,Male,All,Lower respiratory infections,19680.48258,8800.37221,33222.47726
Americas,Male,25-29,"Trachea, bronchus, lung cancers",7.0062,3.69161,11.45966
Americas,Male,30-34,"Trachea, bronchus, lung cancers",11.91675,6.2079,19.71407
Americas,Male,35-39,"Trachea, bronchus, lung cancers",19.57412,9.76433,33.02559
Americas,Male,40-44,"Trachea, bronchus, lung cancers",41.3407,20.43216,69.96422
Americas,Male,45-49,"Trachea, bronchus, lung cancers",83.59266,40.86432,143.40756
Americas,Male,50-54,"Trachea, bronchus, lung cancers",206.45394,100.09559,354.44188
Americas,Male,55-59,"Trachea, bronchus, lung cancers",450.68779,216.32456,779.42324
Americas,Male,60-64,"Trachea, bronchus, lung cancers",677.79851,324.94614,1175.60785
Americas,Male,65-69,"Trachea, bronchus, lung cancers",834.83444,397.8026,1452.6764
Americas,Male,70-74,"Trachea, bronchus, lung cancers",947.21123,448.38122,1662.73731
Americas,Male,75-79,"Trachea, bronchus, lung cancers",801.29183,379.85657,1405.25239
Americas,Male,80+,"Trachea, bronchus, lung cancers",1181.92388,559.00336,2085.51287
Americas,Male,All,"Trachea, bronchus, lung cancers",5263.63205,2507.58063,9189.71226
South-East Asia,Both,25-29,Ischaemic heart disease,2635.74955,1823.91652,3322.69548
South-East Asia,Both,30-34,Ischaemic heart disease,5131.44503,3559.47253,6464.84369
South-East Asia,Both,35-39,Ischaemic heart disease,9539.06753,6619.6154,12015.34795
South-East Asia,Both,40-44,Ischaemic heart disease,14446.09252,10011.03869,18209.5576
South-East Asia,Both,45-49,Ischaemic heart disease,23893.21735,16525.38993,30124.92255
South-East Asia,Both,65-69,Stroke,34282.30389,18324.46483,51771.07309
South-East Asia,Both,10-14,Lower respiratory infections,1245.17885,916.99322,1614.24981
South-East Asia,Both,15-19,Lower respiratory infections,730.18434,533.51508,948.42023
South-East Asia,Both,20-24,Lower respiratory infections,799.79369,580.01841,1038.92611
South-East Asia,Both,25-29,Lower respiratory infections,958.2943,695.69514,1244.1551
South-East Asia,Both,30-34,Lower respiratory infections,1010.07294,733.03867,1313.58932
South-East Asia,Both,70-74,Stroke,34306.63718,18292.53877,52052.70605
South-East Asia,Both,75-79,Stroke,34453.91084,18368.49059,52114.4754
South-East Asia,Both,80+,Stroke,57460.41692,30550.38407,87057.7803
South-East Asia,Both,All,Stroke,238110.735,126969.8393,361146.6362
South-East Asia,Both,25-29,Chronic obstructive pulmonary disease,174.15245,71.79548,313.83493
South-East Asia,Both,30-34,Chronic obstructive pulmonary disease,291.84001,121.87248,516.88638
South-East Asia,Both,35-39,Chronic obstructive pulmonary disease,641.0024,271.02669,1138.06995
South-East Asia,Both,40-44,Chronic obstructive pulmonary disease,1196.56871,509.486,2112.50445
South-East Asia,Both,45-49,Chronic obstructive pulmonary disease,2753.44251,1173.26393,4858.78982
South-East Asia,Both,50-54,Chronic obstructive pulmonary disease,6745.93847,2884.91557,11885.42118
South-East Asia,Both,55-59,Chronic obstructive pulmonary disease,12468.3576,5346.97013,21958.37351
South-East Asia,Both,60-64,Chronic obstructive pulmonary disease,22846.00901,9784.79706,40283.82761
South-East Asia,Both,65-69,Chronic obstructive pulmonary disease,33091.45212,14198.33129,58311.50943
South-East Asia,Both,70-74,Chronic obstructive pulmonary disease,40202.7675,17203.75953,70796.84542
South-East Asia,Both,75-79,Chronic obstructive pulmonary disease,42268.62961,18078.77938,74401.906
South-East Asia,Both,80+,Chronic obstructive pulmonary disease,83312.86354,35680.70907,146742.8496
South-East Asia,Both,All,Chronic obstructive pulmonary disease,245993.0239,105325.015,433572.9387
South-East Asia,Both,0-4,Lower respiratory infections,29884.99781,21671.23019,38825.9373
South-East Asia,Both,5-9,Lower respiratory infections,1563.51923,1151.40693,2027.98553
South-East Asia,Both,40-44,Stroke,4064.39427,2174.95056,6125.59915
South-East Asia,Both,45-49,Stroke,7286.32778,3884.59974,11043.56152
South-East Asia,Both,50-54,Stroke,13473.63764,7185.9644,20358.69182
South-East Asia,Both,55-59,Stroke,19961.77992,10669.35001,30150.58773
South-East Asia,Both,60-64,Stroke,28226.2186,15097.2128,42617.30944
South-East Asia,Both,35-39,Lower respiratory infections,1579.31784,1150.01552,2049.75916
South-East Asia,Female,25-29,Ischaemic heart disease,880.68697,610.51729,1109.77624
South-East Asia,Female,30-34,Ischaemic heart disease,1382.1102,955.96178,1742.53111
South-East Asia,Female,35-39,Ischaemic heart disease,2561.41209,1772.75606,3229.67019
South-East Asia,Female,40-44,Ischaemic heart disease,4348.37021,3016.11566,5477.90077
South-East Asia,Female,45-49,Ischaemic heart disease,6809.60167,4695.01116,8581.87488
South-East Asia,Both,40-44,Lower respiratory infections,1842.12416,1337.63053,2392.04894
South-East Asia,Both,45-49,Lower respiratory infections,2477.27778,1797.43525,3218.91376
South-East Asia,Both,50-54,Lower respiratory infections,4275.27391,3101.64901,5553.8288
South-East Asia,Both,55-59,Lower respiratory infections,6252.70583,4537.52841,8122.6025
South-East Asia,Both,60-64,Lower respiratory infections,10551.36288,7655.24916,13702.33209
South-East Asia,Both,65-69,Lower respiratory infections,14785.24029,10733.54964,19196.28585
South-East Asia,Both,70-74,Lower respiratory infections,17486.17616,12685.40692,22714.72248
South-East Asia,Both,75-79,Lower respiratory infections,18177.82758,13183.9731,23604.02633
South-East Asia,Both,80+,Lower respiratory infections,39147.24982,28379.95236,50861.01174
South-East Asia,Both,All,Lower respiratory infections,152766.5974,110751.0782,198350.8002
South-East Asia,Both,25-29,"Trachea, bronchus, lung cancers",90.47889,57.21229,128.93462
South-East Asia,Both,30-34,"Trachea, bronchus, lung cancers",173.4405,109.83011,246.57126
South-East Asia,Both,35-39,"Trachea, bronchus, lung cancers",351.99388,222.56821,500.8614
South-East Asia,Both,40-44,"Trachea, bronchus, lung cancers",688.42053,433.84219,987.05314
South-East Asia,Both,45-49,"Trachea, bronchus, lung cancers",1404.99345,879.10276,2027.24219
South-East Asia,Both,50-54,"Trachea, bronchus, lung cancers",2388.91858,1498.03607,3447.78039
South-East Asia,Both,55-59,"Trachea, bronchus, lung cancers",3387.50778,2122.53182,4883.65754
South-East Asia,Both,60-64,"Trachea, bronchus, lung cancers",4188.20698,2623.81516,6040.44854
South-East Asia,Both,65-69,"Trachea, bronchus, lung cancers",4351.86433,2729.23414,6246.63575
South-East Asia,Both,70-74,"Trachea, bronchus, lung cancers",4061.41888,2549.69534,5847.092
South-East Asia,Both,75-79,"Trachea, bronchus, lung cancers",3244.83584,2034.53764,4672.52758
South-East Asia,Both,80+,"Trachea, bronchus, lung cancers",3325.89941,2079.9792,4790.73098
South-East Asia,Both,All,"Trachea, bronchus, lung cancers",27657.97905,17368.76858,39811.12277
South-East Asia,Female,50-54,Ischaemic heart disease,12257.25455,8478.06931,15455.1231
South-East Asia,Female,45-49,Chronic obstructive pulmonary disease,946.80798,404.16758,1670.71621
South-East Asia,Female,50-54,Chronic obstructive pulmonary disease,2599.31982,1117.7816,4583.65448
South-East Asia,Female,55-59,Chronic obstructive pulmonary disease,4306.02847,1852.87228,7595.90476
South-East Asia,Female,60-64,Chronic obstructive pulmonary disease,8559.7743,3684.9523,15122.48297
South-East Asia,Female,65-69,Chronic obstructive pulmonary disease,12475.35918,5373.46213,22080.02725
South-East Asia,Female,55-59,Ischaemic heart disease,16522.81318,11419.78919,20831.81742
South-East Asia,Female,60-64,Ischaemic heart disease,21795.08427,15060.22442,27485.65898
South-East Asia,Female,65-69,Ischaemic heart disease,26143.92456,18055.66497,32959.66595
South-East Asia,Female,70-74,Ischaemic heart disease,28217.65308,19424.06175,35590.00944
South-East Asia,Female,75-79,Ischaemic heart disease,30140.76488,20700.79591,37979.49023
South-East Asia,Female,80+,Ischaemic heart disease,60166.44241,41295.26639,75793.0538
South-East Asia,Female,All,Ischaemic heart disease,211226.1181,145391.9753,266338.6195
South-East Asia,Female,25-29,Stroke,300.74778,161.17067,452.72375
South-East Asia,Female,30-34,Stroke,425.73032,227.22789,642.66749
South-East Asia,Female,35-39,Stroke,951.73519,508.11932,1437.24105
South-East Asia,Female,40-44,Stroke,1634.59904,878.00971,2458.96783
South-East Asia,Female,45-49,Stroke,3068.11467,1634.68148,4656.69843
South-East Asia,Female,50-54,Stroke,6070.82508,3237.32559,9167.27747
South-East Asia,Female,55-59,Stroke,8253.31701,4399.59216,12483.64843
South-East Asia,Female,60-64,Stroke,12365.26092,6639.74647,18638.89213
South-East Asia,Female,65-69,Stroke,15390.83269,8239.74336,23233.04767
South-East Asia,Female,70-74,Stroke,16660.15592,8880.97415,25237.1029
South-East Asia,Female,75-79,Stroke,17866.73264,9504.8157,27011.89592
South-East Asia,Female,80+,Stroke,33060.84349,17594.23424,49870.96054
South-East Asia,Female,All,Stroke,116048.8948,61862.05644,175519.8836
South-East Asia,Female,25-29,Chronic obstructive pulmonary disease,71.6588,29.55332,129.25309
South-East Asia,Female,30-34,Chronic obstructive pulmonary disease,110.10702,46.12628,195.04545
South-East Asia,Female,35-39,Chronic obstructive pulmonary disease,232.69106,98.03461,414.14838
South-East Asia,Female,40-44,Chronic obstructive pulmonary disease,434.24467,184.99898,766.48407
South-East Asia,Female,70-74,Chronic obstructive pulmonary disease,16921.35889,7281.72749,29871.6081
South-East Asia,Female,40-44,"Trachea, bronchus, lung cancers",269.85089,170.04276,385.13053
South-East Asia,Female,45-49,"Trachea, bronchus, lung cancers",432.93239,271.52795,621.70294
South-East Asia,Female,50-54,"Trachea, bronchus, lung cancers",757.90727,475.40279,1085.27773
South-East Asia,Female,55-59,"Trachea, bronchus, lung cancers",917.19986,571.63724,1319.1344
South-East Asia,Female,60-64,"Trachea, bronchus, lung cancers",1164.71746,726.04269,1679.31714
South-East Asia,Female,65-69,"Trachea, bronchus, lung cancers",1191.26798,742.2653,1719.80569
South-East Asia,Female,75-79,Chronic obstructive pulmonary disease,18263.11208,7839.86969,32146.55306
South-East Asia,Female,80+,Chronic obstructive pulmonary disease,41387.65516,17772.88082,72851.06899
South-East Asia,Female,All,Chronic obstructive pulmonary disease,106308.1174,45691.54709,187328.5296
South-East Asia,Female,0-4,Lower respiratory infections,13806.09198,10058.84665,17897.54498
South-East Asia,Female,5-9,Lower respiratory infections,942.94077,696.81371,1220.76839
South-East Asia,Female,10-14,Lower respiratory infections,687.49993,508.50624,889.44923
South-East Asia,Female,15-19,Lower respiratory infections,393.61012,288.03681,510.82049
South-East Asia,Female,20-24,Lower respiratory infections,402.81794,294.55192,522.80015
South-East Asia,Female,25-29,Lower respiratory infections,479.72619,350.7218,622.53571
South-East Asia,Female,30-34,Lower respiratory infections,432.87372,314.78066,562.07119
South-East Asia,Female,35-39,Lower respiratory infections,745.21439,544.90336,967.11492
South-East Asia,Female,40-44,Lower respiratory infections,880.51575,644.53733,1142.36919
South-East Asia,Female,45-49,Lower respiratory infections,1047.85924,761.72826,1360.6911
South-East Asia,Female,50-54,Lower respiratory infections,2147.0586,1570.00624,2785.90412
South-East Asia,Female,55-59,Lower respiratory infections,2856.57197,2087.36889,3707.69287
South-East Asia,Female,60-64,Lower respiratory infections,5094.3322,3729.74561,6606.86716
South-East Asia,Female,65-69,Lower respiratory infections,7541.87066,5527.4052,9780.80494
South-East Asia,Female,70-74,Lower respiratory infections,9256.20299,6731.65719,12017.32564
South-East Asia,Female,75-79,Lower respiratory infections,9322.33342,6759.52744,12100.814
South-East Asia,Female,80+,Lower respiratory infections,20964.61611,15196.35234,27240.46408
South-East Asia,Female,All,Lower respiratory infections,77002.13596,55828.96631,100015.7579
South-East Asia,Female,25-29,"Trachea, bronchus, lung cancers",34.85103,21.89886,50.00249
South-East Asia,Female,30-34,"Trachea, bronchus, lung cancers",72.91197,45.8804,103.98599
South-East Asia,Female,35-39,"Trachea, bronchus, lung cancers",138.74086,87.22888,197.62442
South-East Asia,Female,70-74,"Trachea, bronchus, lung cancers",1270.40375,790.35918,1838.04433
South-East Asia,Male,60-64,Stroke,15860.95769,8458.10685,24006.37992
South-East Asia,Male,65-69,Stroke,18891.4712,10084.72146,28553.94482
South-East Asia,Male,70-74,Stroke,17646.48126,9411.56462,26730.39048
South-East Asia,Male,75-79,Stroke,16587.1782,8846.85241,25148.08906
South-East Asia,Male,80+,Stroke,24399.57343,13019.79884,36885.5948
South-East Asia,Female,75-79,"Trachea, bronchus, lung cancers",1093.09394,681.34953,1587.18051
South-East Asia,Female,80+,"Trachea, bronchus, lung cancers",1338.52048,832.92426,1944.02102
South-East Asia,Female,All,"Trachea, bronchus, lung cancers",8682.39789,5431.84141,12521.64039
South-East Asia,Male,25-29,Ischaemic heart disease,1755.06257,1213.40055,2212.01081
South-East Asia,Male,30-34,Ischaemic heart disease,3749.33483,2603.52919,4720.6893
South-East Asia,Male,35-39,Ischaemic heart disease,6977.65543,4846.87575,8784.36295
South-East Asia,Male,40-44,Ischaemic heart disease,10097.72231,6994.92302,12729.38893
South-East Asia,Male,45-49,Ischaemic heart disease,17083.61568,11830.41269,21542.51069
South-East Asia,Male,50-54,Ischaemic heart disease,24762.94371,17123.39145,31231.08534
South-East Asia,Male,55-59,Ischaemic heart disease,35856.23036,24803.21017,45214.07257
South-East Asia,Male,60-64,Ischaemic heart disease,39445.61528,27225.32236,49738.18587
South-East Asia,Male,65-69,Ischaemic heart disease,41640.95174,28738.6406,52491.99305
South-East Asia,Male,70-74,Ischaemic heart disease,37154.47094,25618.76988,46860.42846
South-East Asia,Male,75-79,Ischaemic heart disease,34455.42795,23729.17743,43448.65469
South-East Asia,Male,80+,Ischaemic heart disease,59418.37706,41060.00916,74939.8598
South-East Asia,Male,All,Ischaemic heart disease,312397.4079,215787.0495,393937.1903
South-East Asia,Male,25-29,Stroke,458.1445,244.91157,691.94237
South-East Asia,Male,30-34,Stroke,851.15573,454.91805,1284.23288
South-East Asia,Male,35-39,Stroke,1607.5945,863.09792,2424.19682
South-East Asia,Male,40-44,Stroke,2429.79522,1297.13188,3666.30955
South-East Asia,Male,45-49,Stroke,4218.21311,2249.98254,6380.74364
South-East Asia,Male,50-54,Stroke,7402.81256,3948.63882,11196.74078
South-East Asia,Male,55-59,Stroke,11708.4629,6273.46302,17666.9393
South-East Asia,Male,All,Stroke,122061.8403,65109.44136,184617.6497
South-East Asia,Male,55-59,Lower respiratory infections,3396.13387,2464.98421,4412.21877
South-East Asia,Male,60-64,Lower respiratory infections,5457.03068,3958.43261,7082.48954
South-East Asia,Male,65-69,Lower respiratory infections,7243.36963,5254.31265,9400.43175
South-East Asia,Male,70-74,Lower respiratory infections,8229.97317,5962.97446,10685.36604
South-East Asia,Male,75-79,Lower respiratory infections,8855.49416,6424.44566,11503.21233
South-East Asia,Male,80+,Lower respiratory infections,18182.63372,13183.60003,23627.83271
South-East Asia,Male,25-29,Chronic obstructive pulmonary disease,102.49365,42.24216,184.58184
South-East Asia,Male,30-34,Chronic obstructive pulmonary disease,181.73299,75.78602,322.66091
South-East Asia,Male,35-39,Chronic obstructive pulmonary disease,408.31134,172.85154,723.92157
South-East Asia,Male,40-44,Chronic obstructive pulmonary disease,762.32404,324.48461,1346.02038
South-East Asia,Male,40-44,"Trachea, bronchus, lung cancers",418.56964,262.66679,602.09966
South-East Asia,Male,45-49,"Trachea, bronchus, lung cancers",972.06106,606.6747,1405.53925
South-East Asia,Male,50-54,"Trachea, bronchus, lung cancers",1631.01131,1019.85493,2359.50724
South-East Asia,Male,55-59,"Trachea, bronchus, lung cancers",2470.30792,1547.83461,3564.54602
South-East Asia,Male,60-64,"Trachea, bronchus, lung cancers",3023.48952,1894.76975,4363.79205
South-East Asia,Male,65-69,"Trachea, bronchus, lung cancers",3160.59635,1988.01548,4530.82582
South-East Asia,Male,70-74,"Trachea, bronchus, lung cancers",2791.01514,1756.65371,4008.60682
South-East Asia,Male,75-79,"Trachea, bronchus, lung cancers",2151.7419,1354.68372,3084.94021
South-East Asia,Male,80+,"Trachea, bronchus, lung cancers",1987.37892,1246.15647,2845.95606
South-East Asia,Male,All,"Trachea, bronchus, lung cancers",18975.58117,11930.42424,27289.48238
Europe,Both,25-29,Ischaemic heart disease,257.50587,161.89461,338.96328
Europe,Both,30-34,Ischaemic heart disease,672.04363,410.37133,900.98545
Europe,Both,35-39,Ischaemic heart disease,1435.87622,866.95119,1934.92401
Europe,Both,40-44,Ischaemic heart disease,2866.31448,1719.22007,3863.21598
Europe,Both,45-49,Ischaemic heart disease,5087.88867,3075.00461,6855.47846
Europe,Both,50-54,Ischaemic heart disease,8645.46502,5225.42299,11629.51021
Europe,Both,55-59,Ischaemic heart disease,15700.67403,9413.29834,21175.48979
Europe,Both,60-64,Ischaemic heart disease,24440.52963,14567.42381,33016.60104
Europe,Both,65-69,Ischaemic heart disease,33313.62547,19956.52605,44965.25359
Europe,Both,70-74,Ischaemic heart disease,35529.57285,21419.9765,47943.70099
Europe,Both,75-79,Ischaemic heart disease,46776.13608,28214.05042,63103.09343
Europe,Both,80+,Ischaemic heart disease,200506.9057,119394.9691,270465.3838
Europe,Both,All,Ischaemic heart disease,375232.5377,225276.4745,505480.7089
Europe,Both,25-29,Stroke,87.03156,42.78063,137.80492
Europe,Both,30-34,Stroke,197.02983,95.13014,322.63405
South-East Asia,Male,45-49,Chronic obstructive pulmonary disease,1806.63453,769.09635,3188.0736
South-East Asia,Male,50-54,Chronic obstructive pulmonary disease,4146.61865,1767.13397,7309.21403
South-East Asia,Male,55-59,Chronic obstructive pulmonary disease,8162.32913,3494.09785,14390.26576
South-East Asia,Male,60-64,Chronic obstructive pulmonary disease,14286.23471,6094.71282,25194.14413
South-East Asia,Male,65-69,Chronic obstructive pulmonary disease,20616.09294,8807.72568,36330.00151
South-East Asia,Male,70-74,Chronic obstructive pulmonary disease,23281.40861,9913.80846,41093.06408
South-East Asia,Male,75-79,Chronic obstructive pulmonary disease,24005.51752,10231.34344,42345.10943
South-East Asia,Male,80+,Chronic obstructive pulmonary disease,41925.20838,17896.45951,73833.08254
South-East Asia,Male,All,Chronic obstructive pulmonary disease,139684.9065,59589.0251,246228.3967
South-East Asia,Male,0-4,Lower respiratory infections,16078.90583,11636.4777,20883.66697
South-East Asia,Male,5-9,Lower respiratory infections,620.57846,454.68831,805.28639
South-East Asia,Male,10-14,Lower respiratory infections,557.67892,408.56642,723.88876
South-East Asia,Male,15-19,Lower respiratory infections,336.57422,243.85257,437.44632
South-East Asia,Male,20-24,Lower respiratory infections,396.97575,286.23655,516.60197
South-East Asia,Male,25-29,Lower respiratory infections,478.56811,347.13474,621.61354
South-East Asia,Male,30-34,Lower respiratory infections,577.19922,418.88354,749.24646
South-East Asia,Male,35-39,Lower respiratory infections,834.10345,605.44181,1084.73322
South-East Asia,Male,40-44,Lower respiratory infections,961.60841,698.20348,1249.65533
South-East Asia,Male,45-49,Lower respiratory infections,1429.41854,1037.25918,1857.41898
South-East Asia,Male,50-54,Lower respiratory infections,2128.21532,1544.39429,2765.11753
South-East Asia,Male,All,Lower respiratory infections,75764.46145,54924.56063,98347.77586
South-East Asia,Male,25-29,"Trachea, bronchus, lung cancers",55.62786,35.359,78.89417
South-East Asia,Male,30-34,"Trachea, bronchus, lung cancers",100.52853,64.03141,142.58528
South-East Asia,Male,35-39,"Trachea, bronchus, lung cancers",213.25301,135.44814,303.23698
Europe,Both,75-79,Chronic obstructive pulmonary disease,4712.05583,1240.75916,10644.95811
Europe,Both,5-9,Lower respiratory infections,174.1332,113.69061,241.69374
Europe,Both,10-14,Lower respiratory infections,132.01991,84.70552,185.47868
Europe,Both,15-19,Lower respiratory infections,114.70449,72.11865,162.60736
Europe,Both,20-24,Lower respiratory infections,128.12069,77.03092,184.55996
Europe,Both,25-29,Lower respiratory infections,175.15424,98.16811,264.197
Europe,Both,30-34,Lower respiratory infections,302.42581,152.15192,491.25026
Europe,Both,80+,Chronic obstructive pulmonary disease,16706.09656,4309.98293,38245.62703
Europe,Both,All,Chronic obstructive pulmonary disease,32352.74116,8459.89138,73414.36676
Europe,Both,0-4,Lower respiratory infections,1588.34582,1064.81173,2187.0095
Europe,Both,35-39,Stroke,397.21407,190.06029,651.16522
Europe,Both,40-44,Stroke,742.43404,356.19914,1217.06562
Europe,Both,45-49,Stroke,1238.72837,597.14543,2028.88084
Europe,Both,50-54,Stroke,2032.2547,985.31719,3320.97834
Europe,Both,55-59,Stroke,3678.42361,1780.08047,6011.54888
Europe,Both,60-64,Stroke,5789.57807,2782.59029,9514.47162
Europe,Both,80+,Lower respiratory infections,20055.07602,8437.80801,34531.82483
Europe,Both,All,Lower respiratory infections,35184.5968,15754.33898,58695.17992
Europe,Both,25-29,"Trachea, bronchus, lung cancers",16.66394,9.44453,26.269
Europe,Both,30-34,"Trachea, bronchus, lung cancers",35.69457,19.36012,57.02111
Europe,Both,35-39,"Trachea, bronchus, lung cancers",83.08222,43.56441,134.87751
Europe,Both,40-44,"Trachea, bronchus, lung cancers",210.69582,112.12539,343.36506
Europe,Both,45-49,"Trachea, bronchus, lung cancers",607.7838,316.32339,989.3089
Europe,Both,50-54,"Trachea, bronchus, lung cancers",1318.68332,680.98812,2155.93716
Europe,Both,55-59,"Trachea, bronchus, lung cancers",2583.97569,1322.26318,4244.55755
Europe,Both,60-64,"Trachea, bronchus, lung cancers",3797.85074,1939.15548,6264.38961
Europe,Both,65-69,"Trachea, bronchus, lung cancers",4348.40426,2216.34195,7183.91897
Europe,Both,70-74,"Trachea, bronchus, lung cancers",4027.20155,2037.50784,6743.60096
Europe,Both,75-79,"Trachea, bronchus, lung cancers",3061.30548,1541.05423,5140.10865
Europe,Both,80+,"Trachea, bronchus, lung cancers",4591.4647,2293.88053,7774.51569
Europe,Both,All,"Trachea, bronchus, lung cancers",24682.80609,12528.71071,41077.11858
Europe,Female,25-29,Ischaemic heart disease,65.88262,42.28713,85.33438
Europe,Female,30-34,Ischaemic heart disease,142.51879,90.1132,187.45787
Europe,Female,35-39,Ischaemic heart disease,279.04585,171.6696,372.70159
Europe,Female,40-44,Ischaemic heart disease,533.23179,324.78924,714.56929
Europe,Female,45-49,Ischaemic heart disease,985.91828,601.75665,1318.59262
Europe,Female,50-54,Ischaemic heart disease,1745.05819,1068.90447,2335.30756
Europe,Both,65-69,Stroke,8567.85237,4100.71438,14083.26276
Europe,Both,70-74,Stroke,9786.36723,4581.58519,16132.99741
Europe,Both,75-79,Stroke,13529.98534,6328.79512,22310.81244
Europe,Both,80+,Stroke,55436.15778,24479.40115,93290.77579
Europe,Both,All,Stroke,101483.057,46984.06571,168509.5581
Europe,Both,25-29,Chronic obstructive pulmonary disease,19.79102,6.81339,39.61581
Europe,Both,30-34,Chronic obstructive pulmonary disease,35.52872,11.74885,73.0168
Europe,Both,35-39,Chronic obstructive pulmonary disease,63.54122,19.77188,133.5719
Europe,Both,40-44,Chronic obstructive pulmonary disease,119.44963,35.3969,255.34247
Europe,Both,45-49,Chronic obstructive pulmonary disease,222.71473,63.79874,482.6939
Europe,Both,50-54,Chronic obstructive pulmonary disease,483.34673,133.98691,1067.8448
Europe,Both,55-59,Chronic obstructive pulmonary disease,1036.15462,279.72424,2300.23689
Europe,Both,60-64,Chronic obstructive pulmonary disease,2005.69499,534.77346,4471.58663
Europe,Both,65-69,Chronic obstructive pulmonary disease,3023.23066,808.43311,6754.75023
