Country,Sex,Cause,Value,Low,High
Djibouti,Male,Lower respiratory infections,65.36525,17.31443,118.44116
Djibouti,Male,Stroke,43.87776,13.72947,78.69566
Djibouti,Male,"Trachea, bronchus, lung cancers",1.01363,0.24803,2.22449
Denmark,Both,Chronic obstructive pulmonary disease,338.02695,65.1028,839.12604
Denmark,Both,Ischaemic heart disease,845.20041,478.51353,1175.41085
Djibouti,Female,Ischaemic heart disease,58.80787,31.46345,85.74411
Djibouti,Female,Chronic obstructive pulmonary disease,5.34059,0.81293,12.50359
Djibouti,Both,"Trachea, bronchus, lung cancers",1.76507,0.43191,3.8736
Djibouti,Both,Stroke,84.88639,26.56118,152.24546
Djibouti,Both,Lower respiratory infections,115.85878,30.68953,209.93492
Djibouti,Both,Ischaemic heart disease,139.04768,74.39344,202.7368
Djibouti,Both,Chronic obstructive pulmonary disease,15.7789,2.40181,36.94219
Germany,Male,"Trachea, bronchus, lung cancers",1435.17544,692.68913,2537.42987
Germany,Male,Stroke,2288.86681,912.50295,4021.97884
Germany,Male,Lower respiratory infections,1407.76219,517.17566,2590.00818
Germany,Male,Ischaemic heart disease,14855.88149,8554.32748,20019.0619
Germany,Male,Chronic obstructive pulmonary disease,2115.48965,453.3549,5092.07154
Germany,Female,"Trachea, bronchus, lung cancers",771.70364,372.46368,1364.39337
Germany,Female,Stroke,2192.96548,874.26995,3853.46177
Germany,Female,Lower respiratory infections,966.15542,354.94068,1777.53776
Germany,Female,Ischaemic heart disease,9640.02953,5550.93076,12990.434
Germany,Female,Chronic obstructive pulmonary disease,1533.14953,328.5579,3690.35465
Germany,Both,"Trachea, bronchus, lung cancers",2206.87908,1065.1528,3901.82324
Germany,Both,Stroke,4481.83229,1786.77291,7875.44061
Germany,Both,Lower respiratory infections,2373.91761,872.11634,4367.54594
Denmark,Both,Lower respiratory infections,230.01702,75.00475,441.17084
Dominican Republic,Female,Stroke,245.98248,39.94944,524.41153
Dominican Republic,Female,"Trachea, bronchus, lung cancers",14.12011,1.89188,33.68033
Dominican Republic,Male,Chronic obstructive pulmonary disease,43.2772,1.93004,134.02508
Dominican Republic,Male,Ischaemic heart disease,1088.11757,287.59081,1698.01403
Dominican Republic,Male,Lower respiratory infections,78.0939,7.28038,186.54645
Dominican Republic,Male,Stroke,260.66159,42.33344,555.70601
Dominican Republic,Male,"Trachea, bronchus, lung cancers",20.00825,2.68081,47.72517
Algeria,Both,Chronic obstructive pulmonary disease,674.10375,199.31564,1416.31749
Algeria,Both,Ischaemic heart disease,11653.9942,7003.78452,15728.36689
Denmark,Both,Stroke,304.43767,118.40082,550.93597
Denmark,Both,"Trachea, bronchus, lung cancers",153.17485,71.50925,277.39162
Denmark,Female,Chronic obstructive pulmonary disease,178.45781,34.37035,443.00787
Denmark,Female,Ischaemic heart disease,360.48471,204.08983,501.32209
Denmark,Female,Lower respiratory infections,115.43847,37.64258,221.41009
Denmark,Female,Stroke,167.81924,65.26767,303.69979
Denmark,Female,"Trachea, bronchus, lung cancers",74.48723,34.77415,134.89246
Denmark,Male,Chronic obstructive pulmonary disease,159.56914,30.73245,396.11817
Denmark,Male,Ischaemic heart disease,484.71571,274.4237,674.08877
Denmark,Male,Lower respiratory infections,114.57854,37.36217,219.76075
Denmark,Male,Stroke,136.61842,53.13316,247.23617
Denmark,Male,"Trachea, bronchus, lung cancers",78.68763,36.7351,142.49916
Dominican Republic,Both,Chronic obstructive pulmonary disease,76.44674,3.40931,236.74776
Dominican Republic,Both,Ischaemic heart disease,1958.39433,517.60602,3056.08616
Dominican Republic,Both,Lower respiratory infections,154.73904,14.4257,369.63219
Ecuador,Both,Lower respiratory infections,828.27658,412.15689,1309.87598
Ecuador,Both,Stroke,626.77992,282.02709,1013.69044
Ecuador,Both,"Trachea, bronchus, lung cancers",81.21089,40.39815,138.01519
Ecuador,Female,Chronic obstructive pulmonary disease,132.60089,36.06167,288.62568
Ecuador,Female,Ischaemic heart disease,836.29736,517.73357,1108.42894
Ecuador,Female,Lower respiratory infections,407.92928,202.98879,645.11876
Ecuador,Female,Stroke,322.18019,144.96882,521.06166
Ecuador,Female,"Trachea, bronchus, lung cancers",36.92672,18.3691,62.75573
Ecuador,Male,Chronic obstructive pulmonary disease,173.58835,47.20848,377.84101
Ecuador,Male,Ischaemic heart disease,1071.68036,663.45409,1420.40569
Ecuador,Male,Lower respiratory infections,420.3473,209.1681,664.75722
Ecuador,Male,Stroke,304.59972,137.05827,492.62878
Ecuador,Male,"Trachea, bronchus, lung cancers",44.28417,22.02905,75.25946
Egypt,Both,Chronic obstructive pulmonary disease,3475.90285,1492.60266,6194.17838
Dominican Republic,Both,Stroke,506.64408,82.28287,1080.11754
Dominican Republic,Both,"Trachea, bronchus, lung cancers",34.12836,4.57269,81.4055
Dominican Republic,Female,Chronic obstructive pulmonary disease,33.16954,1.47927,102.72268
Dominican Republic,Female,Ischaemic heart disease,870.27676,230.01521,1358.07214
Dominican Republic,Female,Lower respiratory infections,76.64514,7.14532,183.08574
Algeria,Both,Lower respiratory infections,1381.77684,630.3192,2153.98677
Algeria,Both,Stroke,3188.05447,1455.15668,5115.44203
Algeria,Both,"Trachea, bronchus, lung cancers",397.33159,174.90596,691.14577
Algeria,Female,Chronic obstructive pulmonary disease,255.36228,75.50425,536.52581
Algeria,Female,Ischaemic heart disease,5482.32441,3294.75184,7399.00915
Algeria,Female,Lower respiratory infections,651.03507,296.97987,1014.86788
Algeria,Female,Stroke,1667.84294,761.2708,2676.16313
Algeria,Female,"Trachea, bronchus, lung cancers",53.38587,23.50054,92.86303
Algeria,Male,Chronic obstructive pulmonary disease,418.74148,123.8114,879.79169
Algeria,Male,Ischaemic heart disease,6171.66979,3709.03268,8329.35775
Algeria,Male,Lower respiratory infections,730.74177,333.33933,1139.11889
Algeria,Male,Stroke,1520.21154,693.88588,2439.2789
Algeria,Male,"Trachea, bronchus, lung cancers",343.94572,151.40542,598.28274
Ecuador,Both,Chronic obstructive pulmonary disease,306.18924,83.27015,666.46668
Ecuador,Both,Ischaemic heart disease,1907.97771,1181.18766,2528.83463
Egypt,Female,Lower respiratory infections,3089.80411,2258.09405,3980.44326
Eritrea,Female,Lower respiratory infections,249.56911,76.94436,441.3992
Eritrea,Female,Stroke,171.94435,64.55711,311.27166
Eritrea,Female,"Trachea, bronchus, lung cancers",2.9705,0.86488,6.50964
Eritrea,Male,Chronic obstructive pulmonary disease,58.71891,11.63677,133.40257
Eritrea,Male,Ischaemic heart disease,260.21695,149.0807,373.2279
Eritrea,Male,Lower respiratory infections,368.14833,113.50339,651.12377
Eritrea,Male,Stroke,168.92483,63.42342,305.80542
Eritrea,Male,"Trachea, bronchus, lung cancers",3.13399,0.91248,6.86791
Egypt,Female,Stroke,4514.70433,2508.01395,7113.69811
Egypt,Female,"Trachea, bronchus, lung cancers",365.74449,223.40376,531.41648
Egypt,Male,Chronic obstructive pulmonary disease,2176.49203,934.61697,3878.58363
Egypt,Male,Ischaemic heart disease,27022.43998,18914.59195,34003.65826
Egypt,Male,Lower respiratory infections,3841.87077,2807.72024,4949.29389
Egypt,Male,Stroke,4282.08606,2378.78957,6747.16775
Egypt,Male,"Trachea, bronchus, lung cancers",888.65559,542.8079,1291.19161
Eritrea,Both,Chronic obstructive pulmonary disease,93.81295,18.59163,213.13216
Eritrea,Both,Ischaemic heart disease,451.53017,258.68582,647.62753
Eritrea,Both,Lower respiratory infections,617.71744,190.44775,1092.52297
Eritrea,Both,Stroke,340.86918,127.98053,617.07708
Eritrea,Both,"Trachea, bronchus, lung cancers",6.10448,1.77737,13.37755
Eritrea,Female,Chronic obstructive pulmonary disease,35.09404,6.95485,79.72959
Eritrea,Female,Ischaemic heart disease,191.31323,109.60512,274.39963
Egypt,Both,Ischaemic heart disease,48943.02978,34258.09948,61587.40885
Egypt,Both,Lower respiratory infections,6931.67487,5065.81429,8929.73715
Egypt,Both,Stroke,8796.79039,4886.80353,13860.86585
Egypt,Both,"Trachea, bronchus, lung cancers",1254.40009,766.21165,1822.60809
Egypt,Female,Chronic obstructive pulmonary disease,1299.41082,557.98569,2315.59475
Egypt,Female,Ischaemic heart disease,21920.5898,15343.50753,27583.75058
Spain,Both,Chronic obstructive pulmonary disease,1399.82631,271.68456,3524.33612
Estonia,Female,Ischaemic heart disease,201.99204,101.95361,296.26657
Estonia,Female,Lower respiratory infections,8.92893,1.7394,21.91721
Estonia,Female,Stroke,34.87386,9.64032,75.11787
Estonia,Female,"Trachea, bronchus, lung cancers",3.50243,1.3477,6.93066
Estonia,Male,Chronic obstructive pulmonary disease,7.16467,0.84047,20.11219
Estonia,Male,Ischaemic heart disease,155.02923,78.24956,227.38508
Estonia,Male,Lower respiratory infections,10.76029,2.09616,26.41253
Estonia,Male,Stroke,25.81033,7.13485,55.59513
Estonia,Male,"Trachea, bronchus, lung cancers",9.31649,3.5849,18.43559
Spain,Both,Ischaemic heart disease,7974.13458,4520.98495,10967.44779
Spain,Both,Lower respiratory infections,1345.58848,450.75656,2594.20594
Spain,Both,Stroke,2326.3855,889.18671,4316.82528
Spain,Both,"Trachea, bronchus, lung cancers",864.49402,400.79158,1567.24841
Spain,Female,Chronic obstructive pulmonary disease,416.53178,80.84235,1048.70012
Spain,Female,Ischaemic heart disease,3871.20214,2194.80201,5324.36553
Spain,Female,Lower respiratory infections,665.88165,223.06265,1283.77596
Spain,Female,Stroke,1334.23001,509.9669,2475.78822
Spain,Female,"Trachea, bronchus, lung cancers",185.64616,86.06817,336.55947
Spain,Male,Chronic obstructive pulmonary disease,983.29452,190.8422,2475.636
Spain,Male,Ischaemic heart disease,4102.93245,2326.18294,5643.08226
Spain,Male,Lower respiratory infections,679.70683,227.69392,1310.42998
Spain,Male,Stroke,992.1555,379.21982,1841.03706
Spain,Male,"Trachea, bronchus, lung cancers",678.84786,314.72341,1230.68893
Estonia,Both,Chronic obstructive pulmonary disease,10.31632,1.21019,28.9593
Estonia,Both,Ischaemic heart disease,357.02127,180.20317,523.65165
Estonia,Both,Lower respiratory infections,19.68922,3.83557,48.32973
Estonia,Both,Stroke,60.6842,16.77516,130.713
Estonia,Both,"Trachea, bronchus, lung cancers",12.81892,4.9326,25.36625
Estonia,Female,Chronic obstructive pulmonary disease,3.15165,0.36971,8.84711
Ethiopia,Both,Chronic obstructive pulmonary disease,1670.45009,478.5009,3491.19321
Finland,Female,Ischaemic heart disease,404.21504,193.60261,623.11977
Finland,Female,Lower respiratory infections,9.60078,1.68502,24.50799
Finland,Female,Stroke,96.16287,22.80453,222.01946
Finland,Female,"Trachea, bronchus, lung cancers",10.45752,4.06964,21.26743
Finland,Male,Chronic obstructive pulmonary disease,27.96536,2.50669,85.94222
Finland,Male,Ischaemic heart disease,522.3281,250.17397,805.19756
Finland,Male,Lower respiratory infections,7.77328,1.36427,19.84291
Finland,Male,Stroke,72.71415,17.24379,167.88139
Finland,Male,"Trachea, bronchus, lung cancers",19.5558,7.61032,39.77059
Ethiopia,Both,Ischaemic heart disease,7674.20876,4788.68805,10278.43625
Ethiopia,Both,Lower respiratory infections,9931.42764,4685.90163,15490.85261
Ethiopia,Both,Stroke,5200.94095,2422.94631,8315.07227
Ethiopia,Both,"Trachea, bronchus, lung cancers",213.73618,99.18724,371.91634
Ethiopia,Female,Chronic obstructive pulmonary disease,627.76617,179.8238,1312.01346
Ethiopia,Female,Ischaemic heart disease,3740.46154,2334.03912,5009.77973
Ethiopia,Female,Lower respiratory infections,4241.18845,2001.10121,6615.32536
Ethiopia,Female,Stroke,2658.25242,1238.39185,4249.91578
Ethiopia,Female,"Trachea, bronchus, lung cancers",106.52773,49.43567,185.36592
Ethiopia,Male,Chronic obstructive pulmonary disease,1042.68392,298.6771,2179.17975
Ethiopia,Male,Ischaemic heart disease,3933.74722,2454.64893,5268.65652
Ethiopia,Male,Lower respiratory infections,5690.23919,2684.80042,8875.52725
Ethiopia,Male,Stroke,2542.68853,1184.55446,4065.15649
Ethiopia,Male,"Trachea, bronchus, lung cancers",107.20845,49.75157,186.55042
Finland,Both,Chronic obstructive pulmonary disease,41.96708,3.76174,128.97185
Finland,Both,Ischaemic heart disease,926.54313,443.77658,1428.31733
Finland,Both,Lower respiratory infections,17.37406,3.04929,44.3509
Finland,Both,Stroke,168.87702,40.04832,389.90085
Finland,Both,"Trachea, bronchus, lung cancers",30.01331,11.67996,61.03802
Finland,Female,Chronic obstructive pulmonary disease,14.00172,1.25505,43.02963
Fiji,Both,Chronic obstructive pulmonary disease,7.3828,0.07467,22.92295
France,Female,Ischaemic heart disease,5085.04441,2930.55085,6885.00084
France,Female,Lower respiratory infections,1221.53542,437.92453,2268.21016
France,Female,Stroke,1921.68654,767.59841,3414.28852
France,Female,"Trachea, bronchus, lung cancers",473.7334,226.86133,835.0773
France,Male,Chronic obstructive pulmonary disease,841.96312,183.41042,2060.66423
France,Male,Ischaemic heart disease,5284.84282,3045.69623,7155.52203
France,Male,Lower respiratory infections,980.00409,351.33474,1819.72229
France,Male,Stroke,1278.5547,510.70585,2271.6268
France,Male,"Trachea, bronchus, lung cancers",1156.80531,553.97062,2039.16771
Fiji,Both,Ischaemic heart disease,182.74003,24.34593,307.74828
Fiji,Both,Lower respiratory infections,14.94524,0.42583,38.08855
Fiji,Both,Stroke,34.4799,2.04997,82.14585
Fiji,Both,"Trachea, bronchus, lung cancers",1.20863,0.07061,3.12725
Fiji,Female,Chronic obstructive pulmonary disease,2.44673,0.02474,7.5969
Fiji,Female,Ischaemic heart disease,57.92947,7.71778,97.55769
Fiji,Female,Lower respiratory infections,6.46138,0.1841,16.46709
Fiji,Female,Stroke,18.2385,1.08435,43.45189
Fiji,Female,"Trachea, bronchus, lung cancers",0.48991,0.02862,1.2676
Fiji,Male,Chronic obstructive pulmonary disease,4.93607,0.04992,15.32605
Fiji,Male,Ischaemic heart disease,124.81056,16.62815,210.19059
Fiji,Male,Lower respiratory infections,8.48386,0.24173,21.62145
Fiji,Male,Stroke,16.24141,0.96562,38.69396
Fiji,Male,"Trachea, bronchus, lung cancers",0.71872,0.04199,1.85965
France,Both,Chronic obstructive pulmonary disease,1513.55434,329.7076,3704.35144
France,Both,Ischaemic heart disease,10369.88723,5976.24708,14040.52287
France,Both,Lower respiratory infections,2201.53951,789.25927,4087.93245
France,Both,Stroke,3200.24124,1278.30426,5685.91532
France,Both,"Trachea, bronchus, lung cancers",1630.53871,780.83195,2874.24502
France,Female,Chronic obstructive pulmonary disease,671.59122,146.29718,1643.68721
Micronesia (Federated States of),Both,Chronic obstructive pulmonary disease,2.20068,0.0,7.44854
Gabon,Female,Ischaemic heart disease,96.46543,40.09853,149.34118
Gabon,Female,Lower respiratory infections,66.55425,11.21108,136.67702
Gabon,Female,Stroke,53.09257,13.13912,108.02181
Gabon,Female,"Trachea, bronchus, lung cancers",2.99941,0.38142,8.13053
Gabon,Male,Chronic obstructive pulmonary disease,18.99346,2.29177,47.76793
Gabon,Male,Ischaemic heart disease,115.46458,47.99605,178.75436
Gabon,Male,Lower respiratory infections,110.37061,18.59195,226.65909
Gabon,Male,Stroke,66.30147,16.408,134.89655
Gabon,Male,"Trachea, bronchus, lung cancers",6.18649,0.7867,16.76979
United Kingdom of Great Britain and Northern Ireland,Both,Chronic obstructive pulmonary disease,2494.31173,494.09137,6226.28617
Micronesia (Federated States of),Both,Ischaemic heart disease,23.70171,0.0,42.50574
Micronesia (Federated States of),Both,Lower respiratory infections,3.53342,0.0,10.08128
Micronesia (Federated States of),Both,Stroke,7.12758,0.0,17.51634
Micronesia (Federated States of),Both,"Trachea, bronchus, lung cancers",0.63448,0.0,2.0652
Micronesia (Federated States of),Female,Chronic obstructive pulmonary disease,0.94606,0.0,3.20209
Micronesia (Federated States of),Female,Ischaemic heart disease,8.39846,0.0,15.06148
Micronesia (Federated States of),Female,Lower respiratory infections,1.56518,0.0,4.46565
Micronesia (Federated States of),Female,Stroke,3.208,0.0,7.8838
Micronesia (Federated States of),Female,"Trachea, bronchus, lung cancers",0.18106,0.0,0.58933
Micronesia (Federated States of),Male,Chronic obstructive pulmonary disease,1.25462,0.0,4.24645
Micronesia (Federated States of),Male,Ischaemic heart disease,15.30325,0.0,27.44426
Micronesia (Federated States of),Male,Lower respiratory infections,1.96824,0.0,5.61563
Micronesia (Federated States of),Male,Stroke,3.91958,0.0,9.63254
Micronesia (Federated States of),Male,"Trachea, bronchus, lung cancers",0.45342,0.0,1.47587
Gabon,Both,Chronic obstructive pulmonary disease,31.226,3.76776,78.53238
Gabon,Both,Ischaemic heart disease,211.93001,88.09459,328.09554
Gabon,Both,Lower respiratory infections,176.92486,29.80303,363.33611
Gabon,Both,Stroke,119.39405,29.54712,242.91836
Gabon,Both,"Trachea, bronchus, lung cancers",9.18589,1.16811,24.90032
Gabon,Female,Chronic obstructive pulmonary disease,12.23254,1.47599,30.76445
United Kingdom of Great Britain and Northern Ireland,Both,Ischaemic heart disease,11234.21337,6375.91724,15395.15029
Georgia,Female,Lower respiratory infections,73.35652,38.92984,113.0775
Georgia,Female,Stroke,800.28722,373.60214,1267.25888
Georgia,Female,"Trachea, bronchus, lung cancers",13.44327,6.44136,22.73035
Georgia,Male,Chronic obstructive pulmonary disease,89.05867,26.01845,192.49625
Georgia,Male,Ischaemic heart disease,1670.97073,1063.76583,2195.19775
Georgia,Male,Lower respiratory infections,89.09159,47.28034,137.33278
Georgia,Male,Stroke,716.87781,334.66371,1135.17966
Georgia,Male,"Trachea, bronchus, lung cancers",87.46945,41.91112,147.89645
United Kingdom of Great Britain and Northern Ireland,Both,Lower respiratory infections,4080.62956,1348.16293,7943.01307
United Kingdom of Great Britain and Northern Ireland,Both,Stroke,3081.52972,1163.09982,5612.60381
United Kingdom of Great Britain and Northern Ireland,Both,"Trachea, bronchus, lung cancers",1438.40434,680.8264,2577.84326
United Kingdom of Great Britain and Northern Ireland,Female,Chronic obstructive pulmonary disease,1207.98963,239.28735,3015.37655
United Kingdom of Great Britain and Northern Ireland,Female,Ischaemic heart disease,4521.82226,2566.33584,6196.61839
United Kingdom of Great Britain and Northern Ireland,Female,Lower respiratory infections,2220.10481,733.48069,4321.47081
United Kingdom of Great Britain and Northern Ireland,Female,Stroke,1756.64407,663.03186,3199.49769
United Kingdom of Great Britain and Northern Ireland,Female,"Trachea, bronchus, lung cancers",652.25276,308.72466,1168.93792
Ghana,Female,"Trachea, bronchus, lung cancers",17.34331,9.31562,27.54966
Ghana,Male,Chronic obstructive pulmonary disease,545.43306,211.8479,987.24243
Ghana,Male,Ischaemic heart disease,1868.69741,1265.01514,2405.47381
Ghana,Male,Lower respiratory infections,3305.87886,2164.59433,4521.75694
Ghana,Male,Stroke,1255.33501,666.24235,2022.3945
Ghana,Male,"Trachea, bronchus, lung cancers",24.82863,13.33622,39.44001
Guinea,Both,Chronic obstructive pulmonary disease,264.64541,85.69725,526.74865
Guinea,Both,Ischaemic heart disease,1388.98339,861.10587,1834.44
Guinea,Both,Lower respiratory infections,2977.92923,1648.25637,4357.35177
Guinea,Both,Stroke,956.71369,481.90024,1536.24481
Guinea,Both,"Trachea, bronchus, lung cancers",19.57777,8.55345,34.19494
Guinea,Female,Chronic obstructive pulmonary disease,127.73063,41.36162,254.23429
Guinea,Female,Ischaemic heart disease,796.30737,493.67397,1051.68867
Guinea,Female,Lower respiratory infections,1436.72459,795.21382,2102.23748
Guinea,Female,Stroke,570.72625,287.47694,916.44476
Guinea,Female,"Trachea, bronchus, lung cancers",7.20666,3.14856,12.5873
Guinea,Male,Chronic obstructive pulmonary disease,136.91478,44.33562,272.51436
Guinea,Male,Ischaemic heart disease,592.67602,367.43189,782.75133
Guinea,Male,Lower respiratory infections,1541.20464,853.04256,2255.11429
Guinea,Male,Stroke,385.98744,194.42331,619.80005
United Kingdom of Great Britain and Northern Ireland,Male,Chronic obstructive pulmonary disease,1286.3221,254.80402,3210.90962
United Kingdom of Great Britain and Northern Ireland,Male,Ischaemic heart disease,6712.39112,3809.58139,9198.5319
United Kingdom of Great Britain and Northern Ireland,Male,Lower respiratory infections,1860.52475,614.68223,3621.54226
United Kingdom of Great Britain and Northern Ireland,Male,Stroke,1324.88565,500.06795,2413.10612
United Kingdom of Great Britain and Northern Ireland,Male,"Trachea, bronchus, lung cancers",786.15158,372.10173,1408.90534
Georgia,Both,Chronic obstructive pulmonary disease,152.48597,44.5487,329.59144
Georgia,Both,Ischaemic heart disease,3286.81098,2092.43476,4317.96917
Georgia,Both,Lower respiratory infections,162.44811,86.21018,250.41027
Georgia,Both,Stroke,1517.16503,708.26585,2402.43854
Georgia,Both,"Trachea, bronchus, lung cancers",100.91272,48.35249,170.62681
Georgia,Female,Chronic obstructive pulmonary disease,63.42729,18.53025,137.09519
Georgia,Female,Ischaemic heart disease,1615.84025,1028.66892,2122.77141
Ghana,Both,Chronic obstructive pulmonary disease,689.48031,267.79631,1247.97024
Ghana,Both,Ischaemic heart disease,3687.37246,2496.16763,4746.5565
Ghana,Both,Lower respiratory infections,4662.29321,3052.73541,6377.05058
Ghana,Both,Stroke,2867.52213,1521.87637,4619.69187
Ghana,Both,"Trachea, bronchus, lung cancers",42.17194,22.65184,66.98966
Ghana,Female,Chronic obstructive pulmonary disease,144.04726,55.9484,260.7278
Ghana,Female,Ischaemic heart disease,1818.67504,1231.15249,2341.0827
Ghana,Female,Lower respiratory infections,1356.41436,888.14108,1855.29364
Ghana,Female,Stroke,1612.18711,855.63401,2597.29738
Gambia,Male,Lower respiratory infections,181.65576,100.88873,263.6703
Guinea-Bissau,Female,Chronic obstructive pulmonary disease,14.20567,4.41207,28.75529
Guinea-Bissau,Female,Ischaemic heart disease,110.84147,70.76579,148.57038
Guinea-Bissau,Female,Lower respiratory infections,134.88355,68.88645,206.91407
Guinea-Bissau,Female,Stroke,71.32736,34.24959,117.10421
Guinea-Bissau,Female,"Trachea, bronchus, lung cancers",1.00178,0.42322,1.83926
Guinea-Bissau,Male,Chronic obstructive pulmonary disease,21.16209,6.57263,42.83655
Guinea-Bissau,Male,Ischaemic heart disease,107.94387,68.91584,144.68647
Guinea-Bissau,Male,Lower respiratory infections,165.39541,84.46918,253.71987
Guinea-Bissau,Male,Stroke,63.13627,30.31643,103.65619
Guinea-Bissau,Male,"Trachea, bronchus, lung cancers",1.62897,0.68819,2.99079
Gambia,Male,Stroke,67.21473,32.6856,109.28036
Gambia,Male,"Trachea, bronchus, lung cancers",5.1137,2.35895,8.61562
Guinea-Bissau,Both,Chronic obstructive pulmonary disease,35.36776,10.98471,71.59183
Guinea-Bissau,Both,Ischaemic heart disease,218.78535,139.68163,293.25685
Guinea-Bissau,Both,Lower respiratory infections,300.27896,153.35563,460.63394
Guinea-Bissau,Both,Stroke,134.46363,64.56602,220.7604
Guinea-Bissau,Both,"Trachea, bronchus, lung cancers",2.63075,1.1114,4.83005
Guinea,Male,"Trachea, bronchus, lung cancers",12.37111,5.40489,21.60764
Gambia,Both,Chronic obstructive pulmonary disease,41.25482,13.28491,82.21199
Gambia,Both,Ischaemic heart disease,251.94832,162.00382,333.82445
Gambia,Both,Lower respiratory infections,320.8059,178.17052,465.64439
Gambia,Both,Stroke,138.69612,67.44603,225.49763
Gambia,Both,"Trachea, bronchus, lung cancers",5.30736,2.44829,8.94191
Gambia,Female,Chronic obstructive pulmonary disease,16.02846,5.1615,31.94128
Gambia,Female,Ischaemic heart disease,121.9011,78.38291,161.51553
Gambia,Female,Lower respiratory infections,139.15014,77.28178,201.97409
Greece,Both,Ischaemic heart disease,3971.17788,2422.41307,5293.21961
Greece,Both,Lower respiratory infections,1253.22463,567.46449,2041.34267
Greece,Both,Stroke,1544.02157,720.14507,2511.59126
Greece,Both,"Trachea, bronchus, lung cancers",496.46574,257.80544,831.36925
Greece,Female,Chronic obstructive pulmonary disease,281.79983,72.72431,630.46077
Greece,Female,Ischaemic heart disease,1925.3125,1174.43799,2566.26678
Greece,Female,Lower respiratory infections,722.63966,327.21377,1177.08761
Greece,Female,Stroke,896.36101,418.07056,1458.07062
Greece,Female,"Trachea, bronchus, lung cancers",100.60331,52.24143,168.46781
Greece,Male,Chronic obstructive pulmonary disease,323.67697,83.53158,724.15102
Greece,Male,Ischaemic heart disease,2045.86538,1247.97508,2726.95283
Greece,Male,Lower respiratory infections,530.58496,240.25073,864.25506
Greece,Male,Stroke,647.66056,302.07451,1053.52064
Greece,Male,"Trachea, bronchus, lung cancers",395.86243,205.56401,662.90144
Gambia,Female,Stroke,71.48139,34.76042,116.21727
Gambia,Female,"Trachea, bronchus, lung cancers",0.19366,0.08934,0.32629
Gambia,Male,Chronic obstructive pulmonary disease,25.22636,8.12341,50.27071
Gambia,Male,Ischaemic heart disease,130.04722,83.6209,172.30892
Equatorial Guinea,Both,Chronic obstructive pulmonary disease,17.34961,1.57519,42.47483
Equatorial Guinea,Both,Ischaemic heart disease,86.88346,33.4689,135.37358
Equatorial Guinea,Both,Lower respiratory infections,171.34081,24.63522,344.9706
Equatorial Guinea,Both,Stroke,57.65691,12.35767,117.79498
Equatorial Guinea,Both,"Trachea, bronchus, lung cancers",2.8118,0.3007,7.21427
Equatorial Guinea,Female,Chronic obstructive pulmonary disease,7.47641,0.67879,18.30355
Equatorial Guinea,Female,Ischaemic heart disease,45.73733,17.61875,71.26357
Equatorial Guinea,Female,Lower respiratory infections,79.60388,11.44537,160.27121
Equatorial Guinea,Female,Stroke,31.35686,6.72075,64.06311
Equatorial Guinea,Female,"Trachea, bronchus, lung cancers",0.91562,0.09792,2.34923
Equatorial Guinea,Male,Chronic obstructive pulmonary disease,9.87319,0.8964,24.17128
Equatorial Guinea,Male,Ischaemic heart disease,41.14613,15.85015,64.11001
Equatorial Guinea,Male,Lower respiratory infections,91.73693,13.18985,184.69939
Equatorial Guinea,Male,Stroke,26.30005,5.63692,53.73187
Equatorial Guinea,Male,"Trachea, bronchus, lung cancers",1.89617,0.20278,4.86504
Greece,Both,Chronic obstructive pulmonary disease,605.4768,156.25589,1354.6118
Grenada,Female,Chronic obstructive pulmonary disease,0.51106,0.09679,1.29401
Guatemala,Female,Ischaemic heart disease,1010.62978,623.08919,1323.63036
Guatemala,Female,Lower respiratory infections,820.72808,442.55708,1232.06719
Guatemala,Female,Stroke,328.72311,167.33825,507.96728
Guatemala,Female,"Trachea, bronchus, lung cancers",15.80937,8.54985,26.38846
Guatemala,Male,Chronic obstructive pulmonary disease,132.47534,39.17959,280.28345
Guatemala,Male,Ischaemic heart disease,1039.11764,640.65296,1360.94115
Guatemala,Male,Lower respiratory infections,937.95208,505.76718,1408.04246
Guatemala,Male,Stroke,295.11915,150.23198,456.03995
Guatemala,Male,"Trachea, bronchus, lung cancers",20.45471,11.06209,34.1423
Guyana,Both,Chronic obstructive pulmonary disease,14.83201,2.05546,39.18763
Grenada,Female,Ischaemic heart disease,11.71248,6.645,16.44845
Grenada,Female,Lower respiratory infections,3.34258,0.95069,6.37552
Grenada,Female,Stroke,4.74972,1.69142,8.74596
Grenada,Female,"Trachea, bronchus, lung cancers",0.24286,0.09882,0.46298
Grenada,Male,Chronic obstructive pulmonary disease,0.74521,0.14114,1.8869
Grenada,Male,Ischaemic heart disease,13.50259,7.6606,18.9624
Grenada,Male,Lower respiratory infections,2.48395,0.70648,4.73779
Grenada,Male,Stroke,4.24288,1.51093,7.81269
Grenada,Male,"Trachea, bronchus, lung cancers",0.40618,0.16529,0.77434
Guatemala,Both,Chronic obstructive pulmonary disease,262.41615,77.6096,555.20449
Guatemala,Both,Ischaemic heart disease,2049.74742,1263.74215,2684.57152
Guatemala,Both,Lower respiratory infections,1758.68016,948.32426,2640.10965
Guatemala,Both,Stroke,623.84225,317.57023,964.00724
Guatemala,Both,"Trachea, bronchus, lung cancers",36.26408,19.61194,60.53076
